,Date,Start(ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend,Notes
974,"Mon, Mar 16, 2020",8:00p,Miami Heat,,Milwaukee Bucks,,,,,
975,"Mon, Mar 16, 2020",8:00p,Atlanta Hawks,,New Orleans Pelicans,,,,,
976,"Mon, Mar 16, 2020",8:30p,Memphis Grizzlies,,San Antonio Spurs,,,,,
977,"Mon, Mar 16, 2020",9:00p,Los Angeles Lakers,,Utah Jazz,,,,,
978,"Tue, Mar 17, 2020",10:30p,Dallas Mavericks,,Los Angeles Clippers,,,,,
979,"Tue, Mar 17, 2020",7:00p,Orlando Magic,,Detroit Pistons,,,,,
980,"Tue, Mar 17, 2020",7:30p,Charlotte Hornets,,New York Knicks,,,,,
981,"Tue, Mar 17, 2020",8:00p,Cleveland Cavaliers,,Houston Rockets,,,,,
982,"Tue, Mar 17, 2020",8:00p,Oklahoma City Thunder,,Memphis Grizzlies,,,,,
983,"Tue, Mar 17, 2020",10:00p,Minnesota Timberwolves,,Portland Trail Blazers,,,,,
984,"Wed, Mar 18, 2020",10:00p,Dallas Mavericks,,Sacramento Kings,,,,,
985,"Wed, Mar 18, 2020",7:00p,Golden State Warriors,,Indiana Pacers,,,,,
986,"Wed, Mar 18, 2020",7:00p,Toronto Raptors,,Philadelphia 76ers,,,,,
987,"Wed, Mar 18, 2020",7:30p,Oklahoma City Thunder,,Atlanta Hawks,,,,,
988,"Wed, Mar 18, 2020",7:30p,New York Knicks,,Boston Celtics,,,,,
989,"Wed, Mar 18, 2020",7:30p,Washington Wizards,,Brooklyn Nets,,,,,
990,"Wed, Mar 18, 2020",8:00p,Miami Heat,,Chicago Bulls,,,,,
991,"Wed, Mar 18, 2020",8:00p,San Antonio Spurs,,New Orleans Pelicans,,,,,
992,"Wed, Mar 18, 2020",9:00p,Los Angeles Clippers,,Denver Nuggets,,,,,
993,"Wed, Mar 18, 2020",10:00p,Minnesota Timberwolves,,Phoenix Suns,,,,,
994,"Thu, Mar 19, 2020",10:30p,Utah Jazz,,Los Angeles Lakers,,,,,
995,"Thu, Mar 19, 2020",7:00p,Philadelphia 76ers,,Charlotte Hornets,,,,,
996,"Thu, Mar 19, 2020",7:00p,Cleveland Cavaliers,,Orlando Magic,,,,,
997,"Thu, Mar 19, 2020",8:00p,Sacramento Kings,,Houston Rockets,,,,,
998,"Thu, Mar 19, 2020",8:00p,Memphis Grizzlies,,Milwaukee Bucks,,,,,
999,"Fri, Mar 20, 2020",10:00p,Dallas Mavericks,,Portland Trail Blazers,,,,,
1000,"Fri, Mar 20, 2020",7:00p,Golden State Warriors,,Detroit Pistons,,,,,
1001,"Fri, Mar 20, 2020",7:00p,Miami Heat,,Indiana Pacers,,,,,
1002,"Fri, Mar 20, 2020",7:30p,Washington Wizards,,Atlanta Hawks,,,,,
1003,"Fri, Mar 20, 2020",7:30p,Boston Celtics,,Toronto Raptors,,,,,
1004,"Fri, Mar 20, 2020",8:00p,Denver Nuggets,,Oklahoma City Thunder,,,,,
1005,"Fri, Mar 20, 2020",8:30p,Chicago Bulls,,San Antonio Spurs,,,,,
1006,"Fri, Mar 20, 2020",9:00p,Minnesota Timberwolves,,Utah Jazz,,,,,
1007,"Sat, Mar 21, 2020",10:30p,Phoenix Suns,,Los Angeles Clippers,,,,,
1008,"Sat, Mar 21, 2020",6:00p,Boston Celtics,,Brooklyn Nets,,,,,
1009,"Sat, Mar 21, 2020",7:00p,Los Angeles Lakers,,Charlotte Hornets,,,,,
1010,"Sat, Mar 21, 2020",7:00p,Cleveland Cavaliers,,Indiana Pacers,,,,,
1011,"Sat, Mar 21, 2020",7:00p,Sacramento Kings,,Orlando Magic,,,,,
1012,"Sat, Mar 21, 2020",7:00p,Atlanta Hawks,,Philadelphia 76ers,,,,,
1013,"Sat, Mar 21, 2020",7:30p,Golden State Warriors,,New York Knicks,,,,,
1014,"Sat, Mar 21, 2020",8:00p,Chicago Bulls,,Houston Rockets,,,,,
1015,"Sat, Mar 21, 2020",8:00p,New Orleans Pelicans,,Memphis Grizzlies,,,,,
1016,"Sat, Mar 21, 2020",8:00p,Milwaukee Bucks,,Washington Wizards,,,,,
1017,"Sun, Mar 22, 2020",10:00p,Dallas Mavericks,,Phoenix Suns,,,,,
1018,"Sun, Mar 22, 2020",6:00p,Los Angeles Lakers,,Detroit Pistons,,,,,
1019,"Sun, Mar 22, 2020",6:00p,Denver Nuggets,,Toronto Raptors,,,,,
1020,"Sun, Mar 22, 2020",7:00p,Portland Trail Blazers,,Minnesota Timberwolves,,,,,
1021,"Sun, Mar 22, 2020",7:00p,Sacramento Kings,,New Orleans Pelicans,,,,,
1022,"Mon, Mar 23, 2020",7:00p,Utah Jazz,,San Antonio Spurs,,,,,
1023,"Mon, Mar 23, 2020",7:00p,Phoenix Suns,,Indiana Pacers,,,,,
1024,"Mon, Mar 23, 2020",7:00p,Los Angeles Clippers,,New York Knicks,,,,,
1025,"Mon, Mar 23, 2020",7:00p,Boston Celtics,,Washington Wizards,,,,,
1026,"Mon, Mar 23, 2020",7:30p,Orlando Magic,,Brooklyn Nets,,,,,
1027,"Mon, Mar 23, 2020",7:30p,Oklahoma City Thunder,,Miami Heat,,,,,
1028,"Mon, Mar 23, 2020",8:00p,Denver Nuggets,,Chicago Bulls,,,,,
1029,"Mon, Mar 23, 2020",8:00p,Detroit Pistons,,Milwaukee Bucks,,,,,
1030,"Tue, Mar 24, 2020",8:30p,Houston Rockets,,Dallas Mavericks,,,,,
1031,"Tue, Mar 24, 2020",7:00p,Portland Trail Blazers,,Charlotte Hornets,,,,,
1032,"Tue, Mar 24, 2020",7:00p,Sacramento Kings,,Cleveland Cavaliers,,,,,
1033,"Tue, Mar 24, 2020",7:30p,Los Angeles Lakers,,Toronto Raptors,,,,,
1034,"Tue, Mar 24, 2020",8:00p,Philadelphia 76ers,,Minnesota Timberwolves,,,,,
1035,"Tue, Mar 24, 2020",8:00p,Memphis Grizzlies,,New Orleans Pelicans,,,,,
1036,"Wed, Mar 25, 2020",10:00p,San Antonio Spurs,,Utah Jazz,,,,,
1037,"Wed, Mar 25, 2020",7:00p,Los Angeles Clippers,,Brooklyn Nets,,,,,
1038,"Wed, Mar 25, 2020",7:00p,Portland Trail Blazers,,Detroit Pistons,,,,,
1039,"Wed, Mar 25, 2020",7:00p,Indiana Pacers,,Orlando Magic,,,,,
1040,"Wed, Mar 25, 2020",7:00p,Phoenix Suns,,Washington Wizards,,,,,
1041,"Wed, Mar 25, 2020",7:30p,Denver Nuggets,,Miami Heat,,,,,
1042,"Wed, Mar 25, 2020",7:30p,Toronto Raptors,,New York Knicks,,,,,
1043,"Wed, Mar 25, 2020",8:00p,Boston Celtics,,Memphis Grizzlies,,,,,
1044,"Wed, Mar 25, 2020",9:30p,Houston Rockets,,Milwaukee Bucks,,,,,
1045,"Thu, Mar 26, 2020",10:30p,Atlanta Hawks,,Golden State Warriors,,,,,
1046,"Thu, Mar 26, 2020",7:00p,Los Angeles Lakers,,Cleveland Cavaliers,,,,,
1047,"Thu, Mar 26, 2020",8:00p,Philadelphia 76ers,,Chicago Bulls,,,,,
1048,"Thu, Mar 26, 2020",8:00p,San Antonio Spurs,,Minnesota Timberwolves,,,,,
1049,"Thu, Mar 26, 2020",8:00p,Charlotte Hornets,,Oklahoma City Thunder,,,,,
1050,"Thu, Mar 26, 2020",8:30p,Utah Jazz,,Dallas Mavericks,,,,,
1051,"Fri, Mar 27, 2020",10:00p,Atlanta Hawks,,Sacramento Kings,,,,,
1052,"Fri, Mar 27, 2020",7:00p,Los Angeles Clippers,,Detroit Pistons,,,,,
1053,"Fri, Mar 27, 2020",7:00p,Houston Rockets,,Indiana Pacers,,,,,
1054,"Fri, Mar 27, 2020",7:00p,Brooklyn Nets,,Orlando Magic,,,,,
1055,"Fri, Mar 27, 2020",7:00p,Phoenix Suns,,Philadelphia 76ers,,,,,
1056,"Fri, Mar 27, 2020",7:30p,Portland Trail Blazers,,Boston Celtics,,,,,
1057,"Fri, Mar 27, 2020",8:00p,New York Knicks,,New Orleans Pelicans,,,,,
1058,"Fri, Mar 27, 2020",8:30p,Washington Wizards,,Milwaukee Bucks,,,,,
1059,"Sat, Mar 28, 2020",9:00p,San Antonio Spurs,,Denver Nuggets,,,,,
1060,"Sat, Mar 28, 2020",6:00p,Cleveland Cavaliers,,Brooklyn Nets,,,,,
1061,"Sat, Mar 28, 2020",7:00p,Los Angeles Clippers,,Charlotte Hornets,,,,,
1062,"Sat, Mar 28, 2020",8:00p,New York Knicks,,Chicago Bulls,,,,,
1063,"Sat, Mar 28, 2020",8:00p,Toronto Raptors,,Memphis Grizzlies,,,,,
1064,"Sat, Mar 28, 2020",8:00p,Phoenix Suns,,Miami Heat,,,,,
1065,"Sat, Mar 28, 2020",8:00p,Los Angeles Lakers,,Washington Wizards,,,,,
1066,"Sat, Mar 28, 2020",8:30p,Oklahoma City Thunder,,Golden State Warriors,,,,,
1067,"Sun, Mar 29, 2020",9:00p,Atlanta Hawks,,Utah Jazz,,,,,
1068,"Sun, Mar 29, 2020",3:00p,Milwaukee Bucks,,Dallas Mavericks,,,,,
1069,"Sun, Mar 29, 2020",5:00p,Houston Rockets,,Detroit Pistons,,,,,
1070,"Sun, Mar 29, 2020",6:00p,Minnesota Timberwolves,,Boston Celtics,,,,,
1071,"Sun, Mar 29, 2020",6:00p,New Orleans Pelicans,,Orlando Magic,,,,,
1072,"Sun, Mar 29, 2020",7:30p,Portland Trail Blazers,,Philadelphia 76ers,,,,,
1073,"Sun, Mar 29, 2020",8:30p,San Antonio Spurs,,Golden State Warriors,,,,,
1074,"Mon, Mar 30, 2020",9:00p,Indiana Pacers,,Sacramento Kings,,,,,
1075,"Mon, Mar 30, 2020",7:00p,Miami Heat,,Charlotte Hornets,,,,,
1076,"Mon, Mar 30, 2020",7:00p,Phoenix Suns,,Cleveland Cavaliers,,,,,
1077,"Mon, Mar 30, 2020",7:30p,Portland Trail Blazers,,Brooklyn Nets,,,,,
1078,"Mon, Mar 30, 2020",7:30p,Memphis Grizzlies,,Toronto Raptors,,,,,
1079,"Mon, Mar 30, 2020",8:00p,Los Angeles Lakers,,Minnesota Timberwolves,,,,,
1080,"Mon, Mar 30, 2020",9:00p,Oklahoma City Thunder,,Denver Nuggets,,,,,
1081,"Mon, Mar 30, 2020",9:00p,Chicago Bulls,,Utah Jazz,,,,,
1082,"Tue, Mar 31, 2020",10:30p,Indiana Pacers,,Los Angeles Clippers,,,,,
1083,"Tue, Mar 31, 2020",7:30p,New Orleans Pelicans,,Atlanta Hawks,,,,,
1084,"Tue, Mar 31, 2020",7:30p,Houston Rockets,,Philadelphia 76ers,,,,,
1085,"Tue, Mar 31, 2020",10:00p,Denver Nuggets,,Golden State Warriors,,,,,
